instance,total_tokens_title,total_tokens_content,total_words_title,total_words_content,total_filtered_words_title,total_filtered_words_content,count_exclamations_title,proportion_exclamations_title,count_exclamations_content,proportion_exclamations_content,count_question_title,proportion_question_title,count_question_content,proportion_question_content,count_allcaps_title,proportion_allcaps_title,count_allcaps_content,proportion_allcaps_content,count_contractions_title,proportion_contractions_title,count_contractions_content,proportion_contractions_content,count_words_in_title_in_content,proportion_words_in_title_in_content,sentiment_title,starts_with_number_title,starts_with_number_content,len_longest_word_content,starts_with_5W1H_content,starts_with_5W1H_title,number_of_proper_nouns_in_content,proportion_number_proper_nouns_in_content,proportion_of_stop_words_in_title,truth_mean,truth_median,truth_mode,label
1678,10,100,10,91,10,66,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.01098901098901099,0,0.0,0,0.0,10,0.15151515151515152,0.0,0,0,12,0,0,19,0.2087912087912088,0.0,0.53333336,0.6666667,0.6666667,1
1679,9,113,9,99,6,61,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.04918032786885246,0.0,0,0,10,0,0,4,0.04040404040404041,0.3333333333333333,0.73333335,0.6666667,1.0,1
1680,12,220,11,190,10,119,0,0.0,1,0.004545454545454545,0,0.0,2,0.00909090909090909,1,0.09090909090909091,2,0.010526315789473684,0,0.0,1,0.005291005291005291,5,0.04201680672268908,0.0,0,0,17,0,0,25,0.13157894736842105,0.09090909090909091,0.26666668,0.33333334,0.0,0
1681,10,1463,10,1358,8,843,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1,30,0.022091310751104567,0,0.0,0,0.0,10,0.011862396204033215,-0.2,0,0,18,0,0,197,0.14506627393225333,0.2,0.06666667,0.0,0.0,0
1682,11,83,11,77,9,48,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.08333333333333333,0.0,0,0,14,0,0,9,0.11688311688311688,0.18181818181818182,0.4,0.33333334,0.33333334,0
1683,12,342,11,299,9,192,0,0.0,1,0.0029239766081871343,0,0.0,2,0.005847953216374269,0,0.0,3,0.010033444816053512,0,0.0,1,0.003484320557491289,12,0.0625,-0.1,0,0,17,0,0,45,0.1505016722408027,0.18181818181818182,0.0,0.0,0.0,0
1684,14,865,12,766,5,481,0,0.0,0,0.0,1,0.07142857142857142,1,0.0011560693641618498,0,0.0,8,0.010443864229765013,0,0.0,1,0.001321003963011889,25,0.05197505197505198,0.5,0,0,14,0,0,60,0.0783289817232376,0.5833333333333334,0.6,0.33333334,0.33333334,0
1685,13,1240,12,1116,11,749,0,0.0,2,0.0016129032258064516,0,0.0,0,0.0,0,0.0,12,0.010752688172043012,0,0.0,0,0.0,54,0.07209612817089453,0.43333333333333335,0,0,15,0,0,260,0.23297491039426524,0.08333333333333333,0.6,0.6666667,0.6666667,1
1686,12,656,11,579,11,342,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.0051813471502590676,0,0.0,0,0.0,25,0.07309941520467836,0.0,0,0,14,0,0,41,0.07081174438687392,0.0,0.53333336,0.33333334,0.33333334,0
1687,12,919,11,773,7,520,0,0.0,0,0.0,0,0.0,7,0.007616974972796518,0,0.0,4,0.00517464424320828,0,0.0,20,0.02680965147453083,7,0.013461538461538462,0.5,0,0,20,0,0,107,0.1384217335058215,0.36363636363636365,0.53333336,0.33333334,0.33333334,0
1688,15,1683,14,1512,9,951,0,0.0,0,0.0,0,0.0,1,0.0005941770647653001,0,0.0,19,0.012566137566137565,0,0.0,0,0.0,65,0.0683491062039958,0.2,0,0,16,0,0,176,0.1164021164021164,0.35714285714285715,0.6666667,0.6666667,1.0,1
1689,17,49,14,43,9,26,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.023255813953488372,0,0.0,0,0.0,2,0.07692307692307693,0.0,0,0,9,0,0,11,0.2558139534883721,0.21428571428571427,0.33333334,0.33333334,0.0,0
1690,10,671,9,602,7,374,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.003289473684210526,7,0.01871657754010695,0.0,0,0,18,0,0,29,0.04817275747508306,0.2222222222222222,0.0,0.0,0.0,0
1691,15,739,14,661,9,401,0,0.0,0,0.0,0,0.0,0,0.0,1,0.07142857142857142,18,0.02723146747352496,0,0.0,6,0.00927357032457496,58,0.14463840399002495,0.06818181818181818,0,0,35,0,0,37,0.05597579425113464,0.35714285714285715,0.53333336,0.6666667,0.6666667,1
1692,13,246,13,229,9,133,0,0.0,0,0.0,0,0.0,2,0.008130081300813009,0,0.0,2,0.008733624454148471,0,0.0,1,0.004464285714285714,4,0.03007518796992481,0.0,0,0,12,0,0,31,0.13537117903930132,0.3076923076923077,0.13333334,0.0,0.0,0
1693,21,464,19,407,13,256,0,0.0,3,0.00646551724137931,0,0.0,1,0.0021551724137931034,0,0.0,12,0.029484029484029485,0,0.0,0,0.0,36,0.140625,0.225,0,0,25,0,0,57,0.14004914004914004,0.3157894736842105,0.13333334,0.0,0.0,0
1694,13,784,12,702,8,433,0,0.0,0,0.0,0,0.0,2,0.002551020408163265,0,0.0,8,0.011396011396011397,0,0.0,0,0.0,6,0.013856812933025405,-0.1,0,0,14,0,1,73,0.10398860398860399,0.3333333333333333,0.6666667,0.6666667,1.0,1
1695,12,22,12,17,11,17,0,0.0,0,0.0,0,0.0,0,0.0,1,0.08333333333333333,5,0.29411764705882354,0,0.0,0,0.0,0,0.0,0.06666666666666667,0,0,17,0,0,9,0.5294117647058824,0.08333333333333333,0.33333334,0.33333334,0.0,0
1696,4,157,3,126,3,85,0,0.0,2,0.012738853503184714,0,0.0,4,0.025477707006369428,0,0.0,2,0.015873015873015872,0,0.0,1,0.007518796992481203,0,0.0,0.0,0,0,11,0,0,11,0.0873015873015873,0.0,0.06666667,0.0,0.0,0
1697,9,215,9,190,8,116,0,0.0,1,0.004651162790697674,0,0.0,3,0.013953488372093023,0,0.0,4,0.021052631578947368,0,0.0,1,0.005291005291005291,9,0.07758620689655173,-0.2,0,0,11,0,0,27,0.14210526315789473,0.1111111111111111,0.33333334,0.33333334,0.33333334,0
1698,13,1638,12,1520,9,867,0,0.0,0,0.0,0,0.0,0,0.0,1,0.08333333333333333,14,0.009210526315789473,0,0.0,0,0.0,54,0.06228373702422145,0.0,0,0,16,0,0,183,0.12039473684210526,0.25,0.46666667,0.33333334,0.33333334,0
1699,14,767,14,680,12,422,0,0.0,0,0.0,0,0.0,1,0.001303780964797914,0,0.0,9,0.013235294117647059,0,0.0,0,0.0,23,0.054502369668246446,-0.5,0,0,14,0,0,73,0.10735294117647058,0.14285714285714285,0.73333335,0.6666667,1.0,1
1700,11,2916,11,2563,11,1391,0,0.0,9,0.0030864197530864196,0,0.0,33,0.01131687242798354,0,0.0,60,0.023410066328521262,0,0.0,0,0.0,17,0.012221423436376708,0.5,0,0,25,0,0,192,0.07491221225126804,0.0,0.46666667,0.6666667,0.6666667,1
1701,9,1188,7,1014,5,638,0,0.0,7,0.005892255892255892,1,0.1111111111111111,1,0.0008417508417508417,1,0.14285714285714285,11,0.010848126232741617,0,0.0,13,0.013238289205702648,35,0.054858934169279,0.0,0,0,20,0,0,125,0.1232741617357002,0.2857142857142857,0.73333335,1.0,1.0,1
1702,13,515,12,467,10,287,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.01284796573875803,0,0.0,1,0.0021551724137931034,12,0.041811846689895474,0.06818181818181818,0,0,15,0,0,69,0.14775160599571735,0.08333333333333333,0.06666667,0.0,0.0,0
1703,15,425,15,356,15,246,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,0.02247191011235955,0,0.0,0,0.0,15,0.06097560975609756,0.0,0,0,14,0,0,46,0.12921348314606743,0.0,0.6,0.6666667,0.6666667,1
1704,10,317,9,288,8,192,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.003472222222222222,0,0.0,0,0.0,5,0.026041666666666668,0.0,0,0,15,0,0,50,0.1736111111111111,0.1111111111111111,0.26666668,0.0,0.0,0
1705,10,100,10,83,9,55,0,0.0,1,0.01,0,0.0,3,0.03,0,0.0,2,0.024096385542168676,0,0.0,0,0.0,2,0.03636363636363636,-0.2916666666666667,0,0,11,0,0,10,0.12048192771084337,0.1,0.26666668,0.33333334,0.33333334,0
1706,14,580,12,523,10,305,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18,0.03441682600382409,0,0.0,0,0.0,30,0.09836065573770492,-0.6666666666666666,0,0,15,0,0,45,0.08604206500956023,0.16666666666666666,0.53333336,0.6666667,0.6666667,1
1707,7,681,7,598,7,360,0,0.0,4,0.005873715124816446,0,0.0,2,0.002936857562408223,1,0.14285714285714285,9,0.015050167224080268,0,0.0,0,0.0,1,0.002777777777777778,0.6000000000000001,0,0,15,0,0,89,0.1488294314381271,0.0,0.4,0.33333334,0.33333334,0
1708,8,131,8,108,6,61,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.009259259259259259,0,0.0,2,0.01904761904761905,4,0.06557377049180328,0.0,0,0,11,0,0,17,0.1574074074074074,0.25,0.26666668,0.0,0.0,0
1709,14,616,10,556,9,314,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.01079136690647482,0,0.0,0,0.0,6,0.01910828025477707,0.0,0,0,16,0,0,77,0.13848920863309352,0.1,0.73333335,0.6666667,1.0,1
1710,7,302,7,265,6,180,0,0.0,0,0.0,0,0.0,0,0.0,1,0.14285714285714285,10,0.03773584905660377,0,0.0,0,0.0,9,0.05,0.0,0,0,13,0,0,75,0.2830188679245283,0.14285714285714285,0.53333336,0.6666667,0.6666667,1
1711,8,815,8,764,7,462,0,0.0,0,0.0,0,0.0,0,0.0,1,0.125,33,0.04319371727748691,0,0.0,0,0.0,41,0.08874458874458875,0.0,0,0,16,0,0,101,0.13219895287958114,0.125,0.46666667,0.33333334,0.33333334,0
1712,14,179,14,148,11,97,0,0.0,2,0.0111731843575419,0,0.0,3,0.01675977653631285,0,0.0,2,0.013513513513513514,0,0.0,1,0.006896551724137931,9,0.09278350515463918,0.0,0,0,17,0,0,26,0.17567567567567569,0.21428571428571427,0.0,0.0,0.0,0
1713,12,275,11,240,10,163,0,0.0,1,0.0036363636363636364,0,0.0,3,0.01090909090909091,0,0.0,7,0.029166666666666667,0,0.0,3,0.012875536480686695,25,0.15337423312883436,0.0,0,0,15,0,0,53,0.22083333333333333,0.09090909090909091,0.4,0.33333334,0.33333334,0
1714,14,2108,13,1913,11,1145,0,0.0,1,0.0004743833017077799,0,0.0,3,0.0014231499051233396,1,0.07692307692307693,20,0.010454783063251438,0,0.0,39,0.021046950890447922,36,0.0314410480349345,0.25,0,0,25,0,0,151,0.07893361212754835,0.15384615384615385,0.2,0.33333334,0.33333334,0
1715,13,1596,13,1426,12,871,0,0.0,0,0.0,0,0.0,2,0.0012531328320802004,0,0.0,21,0.014726507713884993,0,0.0,19,0.0136986301369863,8,0.009184845005740528,-0.0625,0,0,18,0,0,121,0.08485273492286115,0.07692307692307693,0.73333335,0.6666667,1.0,1
1716,32,1009,29,891,17,519,0,0.0,0,0.0,0,0.0,0,0.0,2,0.06896551724137931,22,0.024691358024691357,0,0.0,5,0.0057405281285878304,54,0.10404624277456648,0.3,0,0,18,0,0,59,0.06621773288439955,0.41379310344827586,0.46666667,0.33333334,0.33333334,0
1717,2,1135,2,1016,2,590,0,0.0,0,0.0,0,0.0,1,0.000881057268722467,0,0.0,19,0.018700787401574805,0,0.0,11,0.011066398390342052,0,0.0,0.0,0,0,16,0,0,87,0.08562992125984252,0.0,0.2,0.0,0.0,0
1718,17,180,15,146,12,116,0,0.0,0,0.0,0,0.0,0,0.0,1,0.06666666666666667,3,0.02054794520547945,0,0.0,1,0.007194244604316547,19,0.16379310344827586,0.15,0,0,10,0,0,60,0.410958904109589,0.13333333333333333,0.13333334,0.0,0.0,0
1719,5,229,4,203,4,119,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.009852216748768473,0,0.0,3,0.015306122448979591,0,0.0,0.0,0,0,16,0,0,15,0.07389162561576355,0.0,0.33333334,0.0,0.0,0
1720,705,542,673,509,415,325,0,0.0,1,0.0018450184501845018,3,0.00425531914893617,0,0.0,11,0.01634472511144131,5,0.009823182711198428,3,0.004615384615384616,2,0.004008016032064128,72,0.22153846153846155,0.16776859504132233,0,0,17,0,0,62,0.12180746561886051,0.2555720653789004,0.2,0.0,0.0,0
1721,10,848,10,745,7,457,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1,14,0.01879194630872483,0,0.0,4,0.005479452054794521,14,0.030634573304157548,0.0,0,0,16,0,0,83,0.11140939597315436,0.3,0.2,0.0,0.0,0
1722,9,1151,9,1043,7,659,0,0.0,0,0.0,0,0.0,1,0.0008688097306689834,1,0.1111111111111111,18,0.01725790987535954,0,0.0,4,0.00390625,43,0.06525037936267071,0.0,0,0,17,0,0,144,0.13806327900287632,0.2222222222222222,0.46666667,0.6666667,0.6666667,1
1723,19,450,16,391,8,221,0,0.0,2,0.0044444444444444444,1,0.05263157894736842,3,0.006666666666666667,0,0.0,9,0.023017902813299233,0,0.0,3,0.007853403141361256,34,0.15384615384615385,0.0,0,0,18,0,0,33,0.08439897698209718,0.4375,0.2,0.0,0.0,0
1724,14,474,11,430,10,261,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11,0.02558139534883721,0,0.0,0,0.0,14,0.05363984674329502,0.0,0,0,16,0,0,47,0.10930232558139535,0.09090909090909091,0.53333336,0.6666667,1.0,1
1725,9,618,9,549,7,317,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.007285974499089253,0,0.0,3,0.0055658627087198514,14,0.04416403785488959,0.5,0,0,14,0,0,51,0.09289617486338798,0.2222222222222222,0.13333334,0.0,0.0,0
1726,15,402,15,356,12,213,0,0.0,1,0.0024875621890547263,0,0.0,0,0.0,1,0.06666666666666667,13,0.03651685393258427,0,0.0,0,0.0,18,0.08450704225352113,0.0,0,0,17,0,0,59,0.16573033707865167,0.13333333333333333,0.2,0.0,0.0,0
1727,12,415,11,334,8,252,0,0.0,1,0.0024096385542168677,0,0.0,3,0.007228915662650603,0,0.0,20,0.059880239520958084,0,0.0,3,0.009287925696594427,8,0.031746031746031744,0.0,0,0,22,0,0,72,0.2155688622754491,0.2727272727272727,0.53333336,0.33333334,0.33333334,0
1728,705,542,673,509,415,325,0,0.0,1,0.0018450184501845018,3,0.00425531914893617,0,0.0,11,0.01634472511144131,5,0.009823182711198428,3,0.004615384615384616,2,0.004008016032064128,72,0.22153846153846155,0.16776859504132233,0,0,17,0,0,62,0.12180746561886051,0.2555720653789004,0.06666667,0.0,0.0,0
1729,8,1762,8,1524,6,871,0,0.0,10,0.0056753688989784334,0,0.0,2,0.0011350737797956867,0,0.0,12,0.007874015748031496,0,0.0,11,0.007313829787234043,23,0.02640642939150402,0.0,0,0,18,0,0,72,0.047244094488188976,0.25,0.26666668,0.0,0.0,0
1730,10,129,10,105,10,72,0,0.0,1,0.007751937984496124,0,0.0,1,0.007751937984496124,1,0.1,2,0.01904761904761905,0,0.0,1,0.009523809523809525,4,0.05555555555555555,0.0,0,0,12,0,0,21,0.2,0.0,0.6666667,0.6666667,0.6666667,1
1731,7,122,7,109,6,73,0,0.0,0,0.0,0,0.0,0,0.0,1,0.14285714285714285,3,0.027522935779816515,0,0.0,0,0.0,8,0.1095890410958904,0.13636363636363635,0,0,15,0,0,28,0.25688073394495414,0.14285714285714285,0.13333334,0.0,0.0,0
1732,15,664,14,589,12,348,0,0.0,2,0.0030120481927710845,0,0.0,12,0.018072289156626505,0,0.0,22,0.03735144312393888,0,0.0,0,0.0,35,0.10057471264367816,-0.015151515151515152,0,0,13,0,0,36,0.06112054329371817,0.14285714285714285,0.4,0.33333334,0.33333334,0
1733,327,222,309,201,221,119,1,0.0030581039755351682,0,0.0,0,0.0,0,0.0,11,0.03559870550161812,6,0.029850746268656716,0,0.0,0,0.0,17,0.14285714285714285,0.1327651515151515,0,0,14,0,0,26,0.12935323383084577,0.17475728155339806,0.13333334,0.0,0.0,0
1734,326,2253,310,2029,223,1185,1,0.003067484662576687,0,0.0,0,0.0,0,0.0,9,0.02903225806451613,17,0.008378511582060127,0,0.0,1,0.0005249343832020997,99,0.08354430379746836,0.13150953984287317,0,0,22,0,0,190,0.09364218827008379,0.18387096774193548,0.46666667,0.33333334,0.33333334,0
1735,13,195,12,163,9,112,0,0.0,1,0.005128205128205128,0,0.0,2,0.010256410256410256,0,0.0,3,0.018404907975460124,0,0.0,0,0.0,6,0.05357142857142857,0.0,0,0,17,0,0,40,0.24539877300613497,0.25,0.2,0.33333334,0.33333334,0
1736,23,1148,20,1046,12,584,0,0.0,0,0.0,0,0.0,5,0.004355400696864111,1,0.05,31,0.029636711281070746,0,0.0,0,0.0,63,0.10787671232876712,-0.3,0,0,28,0,0,78,0.0745697896749522,0.35,0.6,0.6666667,0.6666667,1
1737,14,216,13,202,11,121,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,22,0.18181818181818182,0.0,0,0,14,0,0,29,0.14356435643564355,0.15384615384615385,0.13333334,0.0,0.0,0
1738,14,299,13,265,9,164,0,0.0,1,0.0033444816053511705,0,0.0,1,0.0033444816053511705,0,0.0,11,0.04150943396226415,1,0.08333333333333333,3,0.012048192771084338,20,0.12195121951219512,0.25,0,0,15,0,0,21,0.07924528301886792,0.3076923076923077,0.33333334,0.33333334,0.33333334,0
1739,335,312,319,276,226,161,1,0.0029850746268656717,0,0.0,0,0.0,0,0.0,9,0.02821316614420063,5,0.018115942028985508,0,0.0,0,0.0,25,0.15527950310559005,0.14297785547785546,0,0,16,0,0,31,0.11231884057971014,0.18495297805642633,0.33333334,0.0,0.0,0
1740,9,964,7,824,6,535,0,0.0,1,0.001037344398340249,0,0.0,0,0.0,0,0.0,5,0.006067961165048544,0,0.0,1,0.0012224938875305623,5,0.009345794392523364,0.0,0,0,13,0,0,114,0.1383495145631068,0.14285714285714285,0.06666667,0.0,0.0,0
1741,12,289,12,253,12,163,0,0.0,0,0.0,0,0.0,1,0.0034602076124567475,0,0.0,3,0.011857707509881422,0,0.0,1,0.004,9,0.05521472392638037,0.2787878787878788,0,0,13,0,0,23,0.09090909090909091,0.0,0.8,0.6666667,0.6666667,1
1742,16,873,16,776,13,486,0,0.0,1,0.001145475372279496,0,0.0,1,0.001145475372279496,1,0.0625,11,0.014175257731958763,0,0.0,0,0.0,46,0.09465020576131687,0.0,0,0,19,0,0,91,0.1172680412371134,0.1875,0.06666667,0.0,0.0,0
1743,15,407,12,340,11,227,0,0.0,1,0.002457002457002457,0,0.0,5,0.012285012285012284,0,0.0,7,0.020588235294117647,0,0.0,4,0.012232415902140673,21,0.09251101321585903,0.0,0,0,66,0,0,44,0.12941176470588237,0.0,0.4,0.33333334,0.33333334,0
1744,7,1610,7,1375,7,941,0,0.0,9,0.0055900621118012426,0,0.0,1,0.0006211180124223603,0,0.0,48,0.03490909090909091,0,0.0,0,0.0,19,0.020191285866099893,0.0,0,0,18,0,0,180,0.13090909090909092,0.0,0.73333335,0.6666667,0.6666667,1
1745,8,63,7,59,6,35,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.01694915254237288,0,0.0,0,0.0,4,0.11428571428571428,0.13636363636363635,0,0,13,0,0,6,0.1016949152542373,0.14285714285714285,0.8,1.0,1.0,1
1746,10,172,10,151,8,94,0,0.0,1,0.005813953488372093,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.020134228187919462,12,0.1276595744680851,0.1,0,0,14,0,0,24,0.15894039735099338,0.2,0.6,0.6666667,0.6666667,1
1747,14,331,13,304,8,197,1,0.07142857142857142,0,0.0,0,0.0,0,0.0,0,0.0,4,0.013157894736842105,0,0.0,3,0.010033444816053512,8,0.04060913705583756,0.0,0,0,15,0,0,50,0.16447368421052633,0.3076923076923077,0.33333334,0.33333334,0.0,0
1748,16,369,15,332,15,208,0,0.0,1,0.0027100271002710027,0,0.0,3,0.008130081300813009,0,0.0,3,0.009036144578313253,0,0.0,0,0.0,12,0.057692307692307696,0.0,0,0,17,0,0,38,0.1144578313253012,0.0,0.33333334,0.0,0.0,0
1749,13,238,11,195,11,134,0,0.0,3,0.012605042016806723,0,0.0,2,0.008403361344537815,0,0.0,3,0.015384615384615385,0,0.0,1,0.005291005291005291,7,0.05223880597014925,0.35,0,0,17,0,0,38,0.19487179487179487,0.0,0.2,0.0,0.0,0
1750,15,582,13,508,10,316,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.011811023622047244,0,0.0,3,0.00597609561752988,29,0.09177215189873418,-0.2,0,0,15,0,0,61,0.12007874015748031,0.23076923076923078,0.46666667,0.33333334,0.33333334,0
1751,10,520,8,453,8,280,0,0.0,0,0.0,1,0.1,6,0.011538461538461539,0,0.0,11,0.024282560706401765,0,0.0,0,0.0,22,0.07857142857142857,0.0,0,0,14,0,0,45,0.09933774834437085,0.0,0.8,0.6666667,0.6666667,1
1752,14,1586,12,1480,10,922,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.004054054054054054,0,0.0,0,0.0,69,0.07483731019522777,0.30000000000000004,0,0,16,0,0,120,0.08108108108108109,0.16666666666666666,0.33333334,0.33333334,0.0,0
1753,7,28,7,25,6,19,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.08,0,0.0,0,0.0,1,0.05263157894736842,0.0,0,0,13,0,0,9,0.36,0.14285714285714285,0.0,0.0,0.0,0
1754,8,1256,7,1074,7,672,0,0.0,0,0.0,1,0.125,0,0.0,0,0.0,3,0.002793296089385475,0,0.0,6,0.005649717514124294,43,0.06398809523809523,0.13636363636363635,0,0,20,0,0,68,0.0633147113594041,0.0,0.13333334,0.0,0.0,0
1755,23,333,22,299,11,186,0,0.0,0,0.0,0,0.0,0,0.0,1,0.045454545454545456,1,0.0033444816053511705,0,0.0,0,0.0,12,0.06451612903225806,0.2,0,0,13,0,0,33,0.11036789297658862,0.5,0.53333336,0.6666667,0.6666667,1
1756,13,264,13,241,10,165,0,0.0,0,0.0,0,0.0,1,0.003787878787878788,0,0.0,5,0.02074688796680498,0,0.0,0,0.0,23,0.1393939393939394,0.13636363636363635,0,0,12,0,0,44,0.1825726141078838,0.23076923076923078,0.26666668,0.33333334,0.33333334,0
1757,12,148,11,129,10,76,0,0.0,1,0.006756756756756757,0,0.0,2,0.013513513513513514,1,0.09090909090909091,4,0.031007751937984496,0,0.0,1,0.0078125,6,0.07894736842105263,0.0,0,0,17,0,0,11,0.08527131782945736,0.09090909090909091,0.53333336,0.6666667,1.0,1
1758,18,996,14,867,9,523,0,0.0,0,0.0,0,0.0,0,0.0,1,0.07142857142857142,10,0.011534025374855825,0,0.0,2,0.002320185614849188,33,0.06309751434034416,0.0,0,0,16,0,0,138,0.15916955017301038,0.35714285714285715,0.46666667,0.6666667,0.6666667,1
1759,6,1049,5,947,5,528,0,0.0,3,0.002859866539561487,0,0.0,3,0.002859866539561487,0,0.0,36,0.03801478352692714,0,0.0,0,0.0,14,0.026515151515151516,0.0,0,0,20,0,0,70,0.07391763463569166,0.0,0.46666667,0.33333334,0.0,0
1760,12,125,12,112,10,74,0,0.0,0,0.0,0,0.0,0,0.0,3,0.25,0,0.0,0,0.0,0,0.0,1,0.013513513513513514,0.0,0,0,15,0,0,13,0.11607142857142858,0.0,0.4,0.33333334,0.0,0
1761,8,66,7,58,7,36,0,0.0,0,0.0,0,0.0,0,0.0,2,0.2857142857142857,2,0.034482758620689655,0,0.0,0,0.0,3,0.08333333333333333,0.0,0,0,11,0,0,10,0.1724137931034483,0.0,0.33333334,0.33333334,0.0,0
1762,16,559,16,490,8,319,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.004081632653061225,0,0.0,4,0.008264462809917356,21,0.06583072100313479,0.21103896103896103,0,0,15,0,1,41,0.0836734693877551,0.4375,0.46666667,0.6666667,0.6666667,1
1763,11,638,10,591,6,366,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,0.015228426395939087,0,0.0,0,0.0,23,0.06284153005464481,0.0,0,0,15,0,0,76,0.12859560067681894,0.4,0.4,0.33333334,0.33333334,0
1764,8,391,8,355,6,216,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.016901408450704224,0,0.0,0,0.0,11,0.05092592592592592,0.0,0,0,18,0,0,25,0.07042253521126761,0.25,0.53333336,0.6666667,0.6666667,1
1765,16,212,15,191,11,103,1,0.0625,1,0.0047169811320754715,0,0.0,4,0.018867924528301886,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,13,1,0,9,0.04712041884816754,0.26666666666666666,0.6,0.6666667,0.6666667,1
1766,327,590,311,511,225,297,1,0.0030581039755351682,0,0.0,0,0.0,0,0.0,9,0.028938906752411574,9,0.01761252446183953,0,0.0,7,0.014028056112224449,20,0.06734006734006734,0.12991118077324976,0,0,14,0,0,30,0.05870841487279843,0.18006430868167203,0.46666667,0.6666667,0.6666667,1
1767,14,175,13,156,8,107,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.00641025641025641,0,0.0,0,0.0,13,0.12149532710280374,0.0,0,0,12,0,0,24,0.15384615384615385,0.38461538461538464,0.6666667,1.0,1.0,1
1768,6,553,6,486,5,272,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.00411522633744856,0,0.0,2,0.004140786749482402,7,0.025735294117647058,-0.6,0,0,12,0,0,49,0.10082304526748971,0.16666666666666666,0.13333334,0.0,0.0,0
1769,8,560,7,493,6,282,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.008113590263691683,0,0.0,0,0.0,8,0.028368794326241134,0.0,0,0,15,0,0,40,0.08113590263691683,0.14285714285714285,0.46666667,0.33333334,0.33333334,0
1770,13,693,13,626,10,414,0,0.0,1,0.001443001443001443,0,0.0,2,0.002886002886002886,0,0.0,13,0.020766773162939296,0,0.0,0,0.0,55,0.13285024154589373,-0.5,0,0,14,0,0,133,0.2124600638977636,0.23076923076923078,0.53333336,0.6666667,0.6666667,1
1771,13,1423,12,1270,10,738,0,0.0,0,0.0,0,0.0,0,0.0,1,0.08333333333333333,31,0.024409448818897637,0,0.0,3,0.002411575562700965,35,0.04742547425474255,0.0,0,0,14,0,0,104,0.08188976377952756,0.16666666666666666,0.6,0.6666667,1.0,1
1772,13,1197,12,1103,9,666,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.001813236627379873,0,0.0,0,0.0,19,0.028528528528528527,0.05000000000000001,0,0,17,0,0,144,0.13055303717135086,0.25,0.2,0.33333334,0.33333334,0
1773,13,1267,13,1103,8,701,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.005439709882139619,0,0.0,6,0.0055147058823529415,16,0.02282453637660485,0.15000000000000002,0,0,20,0,1,81,0.07343608340888486,0.38461538461538464,0.73333335,1.0,1.0,1
1774,9,1554,8,1395,7,935,0,0.0,0,0.0,0,0.0,2,0.001287001287001287,0,0.0,12,0.008602150537634409,0,0.0,0,0.0,88,0.09411764705882353,0.0,0,0,28,0,0,240,0.17204301075268819,0.125,0.6666667,1.0,1.0,1
1775,10,58,9,52,6,33,0,0.0,1,0.017241379310344827,0,0.0,0,0.0,0,0.0,1,0.019230769230769232,0,0.0,0,0.0,2,0.06060606060606061,0.0,0,0,12,0,0,15,0.28846153846153844,0.2222222222222222,0.33333334,0.33333334,0.0,0
1776,7,577,7,520,6,346,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.009615384615384616,0,0.0,5,0.00980392156862745,29,0.0838150289017341,0.4166666666666667,0,0,14,0,1,54,0.10384615384615385,0.14285714285714285,0.6,0.6666667,0.6666667,1
