instance,total_tokens_title,total_tokens_content,total_words_title,total_words_content,total_filtered_words_title,total_filtered_words_content,count_exclamations_title,proportion_exclamations_title,count_exclamations_content,proportion_exclamations_content,count_question_title,proportion_question_title,count_question_content,proportion_question_content,count_allcaps_title,proportion_allcaps_title,count_allcaps_content,proportion_allcaps_content,count_contractions_title,proportion_contractions_title,count_contractions_content,proportion_contractions_content,count_words_in_title_in_content,proportion_words_in_title_in_content,sentiment_title,starts_with_number_title,starts_with_number_content,len_longest_word_content,starts_with_5W1H_content,starts_with_5W1H_title,number_of_proper_nouns_in_content,proportion_number_proper_nouns_in_content,truth_mean,truth_median,truth_mode,label
340,12,74,10,67,8,44,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.029850746268656716,0,0.0,0,0.0,0,0.0,-0.2,0,0,11,0,0,10,0.14925373134328357,0.26666666666,0.0,0.0,0
341,14,256,14,213,11,149,0,0.0,2,0.0078125,0,0.0,1,0.00390625,0,0.0,10,0.046948356807511735,0,0.0,0,0.0,18,0.12080536912751678,0.19318181818181818,0,0,17,0,0,35,0.1643192488262911,0.53333333332,0.6666666666,1.0,1
342,13,506,13,459,11,252,0,0.0,0,0.0,0,0.0,0,0.0,1,0.07692307692307693,14,0.030501089324618737,0,0.0,1,0.002288329519450801,21,0.08333333333333333,0.0,0,0,17,0,0,65,0.14161220043572983,0.0,0.0,0.0,0
343,10,726,10,655,7,402,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1,8,0.012213740458015267,0,0.0,0,0.0,17,0.04228855721393035,0.28125,0,0,19,0,0,65,0.09923664122137404,0.13333333332,0.0,0.0,0
344,8,1356,8,1210,7,765,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,30,0.024793388429752067,0,0.0,0,0.0,49,0.06405228758169934,0.0,0,0,19,0,0,239,0.1975206611570248,0.06666666666,0.0,0.0,0
345,19,1318,16,1189,10,744,0,0.0,1,0.0007587253414264037,0,0.0,0,0.0,0,0.0,14,0.011774600504625737,0,0.0,0,0.0,35,0.04704301075268817,-0.48333333333333334,0,0,15,0,0,144,0.12111017661900757,0.13333333332,0.0,0.0,0
346,18,272,17,232,16,138,0,0.0,2,0.007352941176470588,0,0.0,0,0.0,2,0.11764705882352941,13,0.05603448275862069,0,0.0,7,0.03211009174311927,11,0.07971014492753623,0.4,0,0,13,0,0,22,0.09482758620689655,0.13333333332,0.0,0.0,0
347,34,1547,33,1423,22,866,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,0.004919184820801124,0,0.0,1,0.0007087172218284905,36,0.04157043879907621,-0.05,0,0,17,0,0,138,0.09697821503865074,0.13333333332,0.0,0.0,0
348,10,1592,10,1467,9,896,0,0.0,2,0.001256281407035176,0,0.0,1,0.000628140703517588,0,0.0,16,0.010906612133605999,0,0.0,0,0.0,28,0.03125,0.0,0,0,16,0,0,248,0.169052488070893,0.06666666666,0.0,0.0,0
349,13,294,13,271,11,172,0,0.0,0,0.0,0,0.0,0,0.0,1,0.07692307692307693,3,0.01107011070110701,0,0.0,0,0.0,23,0.13372093023255813,0.2,0,0,13,0,0,41,0.15129151291512916,0.0,0.0,0.0,0
350,31,7424,28,6681,18,3951,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,87,0.013022002694207453,0,0.0,20,0.003026634382566586,144,0.03644646924829157,0.4,0,0,23,0,0,620,0.09280047897021404,0.19999999997999998,0.0,0.0,0
351,16,649,16,576,11,341,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.005208333333333333,0,0.0,10,0.017793594306049824,21,0.06158357771260997,0.0,0,0,18,0,0,49,0.08506944444444445,0.33333333332,0.3333333333,0.3333333333,0
352,15,1018,15,908,10,513,0,0.0,0,0.0,0,0.0,1,0.0009823182711198428,0,0.0,8,0.00881057268722467,0,0.0,0,0.0,17,0.03313840155945419,0.0,0,0,14,0,0,52,0.05726872246696035,0.06666666666,0.0,0.0,0
353,10,362,10,325,9,207,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.009230769230769232,0,0.0,2,0.006389776357827476,3,0.014492753623188406,0.0,0,0,12,0,0,39,0.12,0.3333333333,0.3333333333,0.0,0
354,10,226,9,182,9,115,0,0.0,0,0.0,0,0.0,2,0.008849557522123894,0,0.0,4,0.02197802197802198,0,0.0,0,0.0,3,0.02608695652173913,0.3,0,0,11,0,0,12,0.06593406593406594,0.66666666664,0.6666666666,1.0,1
355,11,498,11,444,10,294,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17,0.038288288288288286,0,0.0,0,0.0,0,0.0,0.13636363636363635,0,0,16,0,0,76,0.17117117117117117,0.59999999998,0.6666666666,1.0,1
356,16,2437,15,2184,13,1249,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,42,0.019230769230769232,0,0.0,0,0.0,87,0.06965572457966374,0.0,0,0,17,0,0,326,0.14926739926739926,0.73333333332,1.0,1.0,1
357,12,485,10,449,8,275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.0066815144766146995,0,0.0,0,0.0,10,0.03636363636363636,0.2,0,0,15,0,0,58,0.1291759465478842,0.39999999997999997,0.3333333333,0.3333333333,0
358,13,187,12,174,9,111,0,0.0,1,0.0053475935828877,0,0.0,0,0.0,0,0.0,5,0.028735632183908046,0,0.0,0,0.0,15,0.13513513513513514,0.0,0,0,11,0,0,26,0.14942528735632185,0.0,0.0,0.0,0
359,9,542,9,471,8,301,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,0.021231422505307854,0,0.0,1,0.002145922746781116,10,0.03322259136212625,0.0,0,0,12,0,0,82,0.1740976645435244,0.0,0.0,0.0,0
360,13,482,13,440,13,268,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.011363636363636364,0,0.0,0,0.0,10,0.03731343283582089,0.0,0,0,17,0,0,68,0.15454545454545454,0.26666666666,0.0,0.0,0
361,9,588,8,535,8,337,0,0.0,0,0.0,0,0.0,0,0.0,1,0.125,25,0.04672897196261682,0,0.0,0,0.0,10,0.02967359050445104,0.0,0,0,16,0,0,107,0.2,0.26666666664,0.0,0.0,0
362,19,383,18,325,13,190,0,0.0,0,0.0,0,0.0,1,0.0026109660574412533,0,0.0,8,0.024615384615384615,0,0.0,3,0.009523809523809525,24,0.12631578947368421,0.0,0,0,15,0,0,40,0.12307692307692308,0.19999999997999998,0.0,0.0,0
363,9,2067,9,1879,8,1131,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1111111111111111,9,0.004789781798829164,0,0.0,0,0.0,25,0.022104332449160036,0.0,0,0,16,0,0,204,0.10856838744012773,0.26666666666,0.0,0.0,0
364,10,369,10,308,9,241,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.003246753246753247,0,0.0,3,0.009771986970684038,2,0.008298755186721992,0.5,0,0,10,0,0,120,0.38961038961038963,0.6,1.0,1.0,1
365,11,73,11,68,9,41,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,18,0,0,7,0.10294117647058823,0.13333333332,0.0,0.0,0
366,17,1248,17,1143,12,728,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16,0.01399825021872266,0,0.0,0,0.0,43,0.059065934065934064,0.0,0,0,15,0,0,119,0.10411198600174978,0.0,0.0,0.0,0
367,9,967,9,884,8,535,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.004524886877828055,0,0.0,0,0.0,30,0.056074766355140186,-0.2,0,0,16,0,0,91,0.10294117647058823,0.0,0.0,0.0,0
368,14,826,13,760,10,443,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.003947368421052632,0,0.0,0,0.0,32,0.07223476297968397,0.0,0,0,13,0,0,48,0.06315789473684211,0.06666666666,0.0,0.0,0
369,11,724,10,650,9,439,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,0.010769230769230769,0,0.0,1,0.0015625,41,0.09339407744874716,0.11818181818181818,0,0,15,0,0,78,0.12,0.19999999997999998,0.0,0.0,0
370,15,1067,15,981,8,607,0,0.0,0,0.0,0,0.0,0,0.0,1,0.06666666666666667,13,0.013251783893985729,0,0.0,0,0.0,31,0.051070840197693576,-0.05,0,0,15,0,0,128,0.1304791029561672,0.19999999997999998,0.0,0.0,0
371,13,1652,13,1519,10,991,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,0.0065832784726793945,0,0.0,0,0.0,63,0.06357214934409687,0.21428571428571427,0,0,21,0,0,219,0.14417379855167872,0.0,0.0,0.0,0
372,10,646,10,586,9,390,0,0.0,0,0.0,0,0.0,3,0.0046439628482972135,0,0.0,2,0.0034129692832764505,0,0.0,2,0.0035149384885764497,27,0.06923076923076923,-0.6999999999999998,0,0,18,0,0,80,0.13651877133105803,0.3333333333,0.3333333333,0.0,0
373,12,2047,11,1872,8,1156,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15,0.008012820512820512,0,0.0,0,0.0,81,0.07006920415224914,0.0,0,0,16,0,0,201,0.10737179487179487,0.13333333332,0.0,0.0,0
374,10,81,8,74,8,43,0,0.0,0,0.0,0,0.0,2,0.024691358024691357,0,0.0,1,0.013513513513513514,0,0.0,2,0.027777777777777776,2,0.046511627906976744,1.0,0,0,11,0,0,4,0.05405405405405406,0.39999999997999997,0.3333333333,0.0,0
375,8,929,7,842,7,510,0,0.0,0,0.0,0,0.0,2,0.002152852529601722,0,0.0,11,0.013064133016627079,0,0.0,0,0.0,27,0.052941176470588235,0.0,0,0,16,0,0,103,0.12232779097387174,0.59999999998,0.6666666666,1.0,1
376,13,2079,12,1858,11,1195,0,0.0,1,0.000481000481000481,0,0.0,0,0.0,0,0.0,26,0.013993541442411194,0,0.0,1,0.0005515719801434088,53,0.04435146443514645,0.0,0,0,24,0,0,356,0.1916038751345533,0.06666666666,0.0,0.0,0
377,17,194,16,180,16,110,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.005555555555555556,0,0.0,0,0.0,4,0.03636363636363636,0.0,0,0,13,0,0,28,0.15555555555555556,0.26666666666,0.0,0.0,0
378,8,635,8,562,7,360,0,0.0,0,0.0,0,0.0,0,0.0,1,0.125,11,0.019572953736654804,0,0.0,1,0.0018050541516245488,20,0.05555555555555555,0.0,0,0,15,0,0,65,0.11565836298932385,0.4,0.0,0.0,0
379,17,164,16,143,12,93,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0625,3,0.02097902097902098,0,0.0,0,0.0,2,0.021505376344086023,0.0,0,0,13,0,0,24,0.16783216783216784,0.19999999997999998,0.0,0.0,0
380,12,834,10,748,8,444,0,0.0,3,0.0035971223021582736,0,0.0,4,0.004796163069544364,0,0.0,11,0.014705882352941176,0,0.0,0,0.0,24,0.05405405405405406,-0.125,0,0,15,0,0,75,0.10026737967914438,0.93333333332,1.0,1.0,1
381,8,582,8,533,5,337,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,0.016885553470919325,0,0.0,0,0.0,1,0.002967359050445104,-0.4,0,0,15,0,0,83,0.15572232645403378,0.5333333333,0.6666666666,0.6666666666,1
382,13,955,13,855,9,544,0,0.0,0,0.0,0,0.0,5,0.005235602094240838,0,0.0,10,0.011695906432748537,0,0.0,16,0.019300361881785282,36,0.0661764705882353,-0.4,0,0,15,0,1,123,0.14385964912280702,0.46666666666,0.3333333333,0.0,0
383,9,293,9,270,9,161,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.022222222222222223,0,0.0,0,0.0,1,0.006211180124223602,0.0,0,0,15,0,0,39,0.14444444444444443,0.46666666661999995,0.3333333333,0.3333333333,0
384,11,789,11,681,11,483,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,0.011747430249632892,0,0.0,6,0.008982035928143712,11,0.022774327122153208,0.0,0,0,15,0,0,80,0.11747430249632893,0.66666666664,0.6666666666,1.0,1
385,15,556,15,478,11,292,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.008368200836820083,0,0.0,0,0.0,18,0.06164383561643835,-0.1,0,0,17,0,0,87,0.18200836820083682,0.19999999997999998,0.0,0.0,0
386,12,1129,10,982,9,639,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,23,0.023421588594704685,0,0.0,2,0.0020491803278688526,39,0.06103286384976526,-0.2,0,0,16,0,0,150,0.15274949083503056,0.13333333332,0.0,0.0,0
387,11,306,11,260,9,155,0,0.0,0,0.0,0,0.0,0,0.0,1,0.09090909090909091,3,0.011538461538461539,0,0.0,0,0.0,11,0.07096774193548387,0.0,0,0,14,0,0,19,0.07307692307692308,0.13333333332,0.0,0.0,0
388,16,1022,14,937,8,556,0,0.0,0,0.0,0,0.0,0,0.0,1,0.07142857142857142,20,0.021344717182497332,0,0.0,0,0.0,20,0.03597122302158273,-0.6,0,0,14,0,1,77,0.08217716115261472,0.59999999998,0.6666666666,1.0,1
389,15,475,13,404,12,238,0,0.0,0,0.0,0,0.0,0,0.0,1,0.07692307692307693,5,0.012376237623762377,0,0.0,10,0.02570694087403599,20,0.08403361344537816,0.0,0,0,16,0,0,26,0.06435643564356436,0.0,0.0,0.0,0
390,8,449,8,402,7,267,0,0.0,0,0.0,0,0.0,2,0.004454342984409799,0,0.0,5,0.012437810945273632,0,0.0,0,0.0,8,0.0299625468164794,0.0,0,0,16,0,0,53,0.1318407960199005,0.6,1.0,1.0,1
391,11,841,10,762,8,465,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1,6,0.007874015748031496,1,0.1111111111111111,2,0.002677376171352075,10,0.021505376344086023,-0.25,0,0,15,0,0,46,0.06036745406824147,0.19999999997999998,0.0,0.0,0
392,12,333,10,303,9,196,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.009900990099009901,0,0.0,0,0.0,11,0.05612244897959184,0.0,0,0,14,0,0,39,0.12871287128712872,0.13333333332,0.0,0.0,0
393,9,659,9,593,9,370,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,0.016863406408094434,0,0.0,0,0.0,4,0.010810810810810811,0.05,0,0,19,0,0,68,0.11467116357504216,0.06666666666,0.0,0.0,0
394,14,277,13,237,12,153,0,0.0,3,0.010830324909747292,0,0.0,1,0.0036101083032490976,0,0.0,7,0.029535864978902954,0,0.0,3,0.013100436681222707,10,0.06535947712418301,0.0,0,0,14,0,0,39,0.16455696202531644,0.06666666666,0.0,0.0,0
395,11,1009,11,929,9,582,0,0.0,0,0.0,0,0.0,3,0.002973240832507433,0,0.0,19,0.02045209903121636,0,0.0,0,0.0,36,0.061855670103092786,0.0,0,0,16,0,0,163,0.17545748116254037,0.06666666666,0.0,0.0,0
396,7,566,7,515,6,331,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,0.015533980582524271,0,0.0,0,0.0,10,0.030211480362537766,-0.2,0,0,16,0,0,59,0.1145631067961165,0.06666666666,0.0,0.0,0
397,8,1225,8,1098,4,776,0,0.0,0,0.0,0,0.0,3,0.0024489795918367346,0,0.0,92,0.08378870673952642,0,0.0,0,0.0,7,0.00902061855670103,0.0,0,0,21,0,1,225,0.20491803278688525,0.79999999998,1.0,1.0,1
398,9,815,8,703,6,449,0,0.0,0,0.0,0,0.0,2,0.00245398773006135,0,0.0,11,0.015647226173541962,0,0.0,3,0.004297994269340974,28,0.062360801781737196,0.0,0,0,19,0,0,121,0.1721194879089616,0.0,0.0,0.0,0
399,18,384,17,355,14,230,0,0.0,0,0.0,0,0.0,1,0.0026041666666666665,0,0.0,17,0.04788732394366197,0,0.0,0,0.0,11,0.04782608695652174,0.0,0,0,16,0,0,80,0.22535211267605634,0.66666666666,1.0,1.0,1
400,11,260,11,231,9,145,0,0.0,0,0.0,0,0.0,1,0.0038461538461538464,0,0.0,5,0.021645021645021644,0,0.0,0,0.0,5,0.034482758620689655,0.0,0,0,17,0,0,31,0.1341991341991342,0.19999999997999998,0.0,0.0,0
401,12,120,12,110,12,74,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.01818181818181818,0,0.0,0,0.0,8,0.10810810810810811,0.13636363636363635,0,0,14,0,0,14,0.12727272727272726,0.06666666666,0.0,0.0,0
402,13,98,13,88,11,60,0,0.0,0,0.0,0,0.0,0,0.0,1,0.07692307692307693,0,0.0,0,0.0,0,0.0,8,0.13333333333333333,0.0,0,0,13,0,0,13,0.14772727272727273,0.13333333332,0.0,0.0,0
403,18,197,17,164,15,110,0,0.0,0,0.0,0,0.0,0,0.0,1,0.058823529411764705,3,0.018292682926829267,0,0.0,1,0.00625,13,0.11818181818181818,-0.1875,0,0,16,0,0,34,0.2073170731707317,0.39999999995999996,0.3333333333,0.3333333333,0
404,6,2104,6,1885,4,1163,0,0.0,2,0.0009505703422053232,0,0.0,0,0.0,0,0.0,28,0.014854111405835544,0,0.0,0,0.0,121,0.10404127257093723,0.0,0,0,20,0,0,298,0.15809018567639258,0.5333333333,0.6666666666,0.6666666666,1
405,14,2339,13,2149,13,1315,0,0.0,1,0.00042753313381787086,0,0.0,2,0.0008550662676357417,0,0.0,5,0.002326663564448581,0,0.0,0,0.0,12,0.009125475285171103,0.0,0,0,18,0,1,185,0.08608655188459749,0.19999999997999998,0.3333333333,0.3333333333,0
406,11,345,9,291,7,180,0,0.0,3,0.008695652173913044,0,0.0,1,0.002898550724637681,2,0.2222222222222222,9,0.030927835051546393,0,0.0,1,0.0035211267605633804,18,0.1,0.0,0,0,16,0,0,56,0.19243986254295534,0.26666666664,0.3333333333,0.3333333333,0
407,11,1070,10,967,7,537,0,0.0,0,0.0,0,0.0,10,0.009345794392523364,0,0.0,28,0.028955532574974147,0,0.0,0,0.0,21,0.03910614525139665,0.5,0,0,14,0,0,69,0.07135470527404343,0.13333333332,0.0,0.0,0
408,6,65,6,56,6,37,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.017857142857142856,0,0.0,0,0.0,1,0.02702702702702703,0.0,0,0,11,0,0,6,0.10714285714285714,0.59999999994,0.6666666666,0.6666666666,1
409,9,665,9,604,8,458,0,0.0,1,0.0015037593984962407,0,0.0,3,0.004511278195488722,0,0.0,83,0.13741721854304637,0,0.0,0,0.0,4,0.008733624454148471,0.8,0,0,20,0,0,165,0.2731788079470199,0.39999999997999997,0.3333333333,0.0,0
410,10,1533,10,1334,7,796,0,0.0,0,0.0,0,0.0,1,0.0006523157208088715,0,0.0,5,0.0037481259370314842,0,0.0,0,0.0,12,0.01507537688442211,0.0,0,0,15,0,0,103,0.07721139430284858,0.79999999998,1.0,1.0,1
411,7,302,7,274,5,163,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0036496350364963502,0,0.0,0,0.0,10,0.06134969325153374,0.0,0,0,15,0,0,36,0.13138686131386862,0.13333333332,0.0,0.0,0
412,10,383,10,347,10,207,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.01440922190201729,0,0.0,0,0.0,13,0.06280193236714976,0.9,0,0,17,0,0,53,0.15273775216138327,0.26666666664,0.3333333333,0.3333333333,0
413,15,1205,14,1098,12,685,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,51,0.04644808743169399,0,0.0,3,0.002749770852428964,3,0.004379562043795621,0.005681818181818177,0,0,25,0,0,112,0.10200364298724955,0.19999999997999998,0.0,0.0,0
414,12,475,12,433,10,292,0,0.0,0,0.0,0,0.0,0,0.0,1,0.08333333333333333,19,0.04387990762124711,0,0.0,0,0.0,5,0.017123287671232876,0.0,0,0,19,0,0,79,0.18244803695150116,0.93333333332,1.0,1.0,1
415,23,371,22,339,15,212,0,0.0,0,0.0,0,0.0,0,0.0,5,0.22727272727272727,4,0.011799410029498525,1,0.047619047619047616,2,0.006024096385542169,11,0.05188679245283019,0.30000000000000004,0,0,15,0,0,31,0.09144542772861357,0.7333333333,0.6666666666,0.6666666666,1
416,12,2088,11,1877,7,1178,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13,0.006925945657964837,0,0.0,0,0.0,83,0.07045840407470289,0.0,0,0,21,0,0,148,0.07884922749067662,0.3333333333,0.3333333333,0.0,0
417,28,797,28,713,15,409,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15,0.021037868162692847,0,0.0,0,0.0,19,0.04645476772616137,0.325,0,0,15,0,0,29,0.04067321178120617,0.39999999997999997,0.3333333333,0.0,0
418,33,454,24,371,16,233,0,0.0,1,0.0022026431718061676,0,0.0,9,0.019823788546255508,2,0.08333333333333333,36,0.09703504043126684,0,0.0,4,0.01098901098901099,51,0.21888412017167383,0.0,0,0,31,0,0,91,0.24528301886792453,0.0,0.0,0.0,0
419,18,3789,15,3442,12,1840,0,0.0,2,0.0005278437582475588,0,0.0,14,0.003694906307732911,1,0.06666666666666667,104,0.03021499128413713,0,0.0,0,0.0,74,0.04021739130434782,0.0,0,0,16,0,0,221,0.0642068564787914,0.33333333332,0.0,0.0,0
420,10,411,10,386,8,245,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1,5,0.012953367875647668,0,0.0,0,0.0,1,0.004081632653061225,0.1,0,0,15,0,0,45,0.11658031088082901,0.0,0.0,0.0,0
421,10,1095,9,982,8,595,0,0.0,1,0.0009132420091324201,0,0.0,0,0.0,0,0.0,10,0.010183299389002037,0,0.0,3,0.003083247687564234,38,0.06386554621848739,0.0,1,1,16,0,0,135,0.13747454175152748,0.06666666666,0.0,0.0,0
422,12,951,10,861,9,473,0,0.0,0,0.0,0,0.0,10,0.010515247108307046,0,0.0,31,0.036004645760743324,0,0.0,1,0.0012787723785166241,23,0.048625792811839326,0.0,0,0,12,0,0,63,0.07317073170731707,0.26666666666,0.0,0.0,0
423,20,306,20,273,14,159,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.01098901098901099,0,0.0,1,0.0036900369003690036,11,0.06918238993710692,0.0,0,0,13,0,0,30,0.10989010989010989,0.19999999997999998,0.0,0.0,0
424,15,257,15,227,14,152,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.00881057268722467,0,0.0,0,0.0,6,0.039473684210526314,0.0,0,0,16,0,0,27,0.11894273127753303,0.7333333333,0.6666666666,0.6666666666,1
425,17,466,16,402,16,269,0,0.0,0,0.0,0,0.0,1,0.002145922746781116,2,0.125,20,0.04975124378109453,0,0.0,0,0.0,30,0.11152416356877323,0.0,0,0,14,0,0,72,0.1791044776119403,0.26666666664,0.3333333333,0.3333333333,0
426,13,383,13,349,9,225,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.014326647564469915,0,0.0,0,0.0,17,0.07555555555555556,0.0,0,0,11,0,0,48,0.13753581661891118,0.13333333332,0.0,0.0,0
427,13,684,13,602,10,346,0,0.0,0,0.0,0,0.0,0,0.0,1,0.07692307692307693,12,0.019933554817275746,0,0.0,9,0.015254237288135594,29,0.0838150289017341,0.2,0,0,12,0,0,50,0.08305647840531562,0.19999999997999998,0.3333333333,0.3333333333,0
428,15,527,14,478,11,293,0,0.0,0,0.0,0,0.0,1,0.0018975332068311196,0,0.0,11,0.02301255230125523,0,0.0,5,0.010638297872340425,23,0.07849829351535836,0.0,0,0,19,0,0,65,0.13598326359832635,0.0,0.0,0.0,0
429,10,71,10,66,8,43,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.015151515151515152,0,0.0,0,0.0,2,0.046511627906976744,0.2,0,0,18,0,0,8,0.12121212121212122,0.13333333332,0.0,0.0,0
430,10,1478,8,1281,6,832,0,0.0,0,0.0,0,0.0,0,0.0,1,0.125,31,0.02419984387197502,0,0.0,10,0.007961783439490446,4,0.004807692307692308,0.0,0,0,19,1,0,173,0.13505074160811867,0.59999999998,0.6666666666,1.0,1
431,13,767,13,720,7,414,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.005555555555555556,0,0.0,0,0.0,35,0.08454106280193237,0.0,0,0,17,0,0,64,0.08888888888888889,0.19999999997999998,0.3333333333,0.3333333333,0
432,13,1344,12,1200,7,753,0,0.0,1,0.000744047619047619,0,0.0,0,0.0,0,0.0,16,0.013333333333333334,1,0.09090909090909091,4,0.003355704697986577,37,0.049136786188579015,-0.041666666666666664,0,0,17,0,0,122,0.10166666666666667,0.66666666662,0.6666666666,0.6666666666,1
433,14,69,13,59,10,41,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.01694915254237288,0,0.0,0,0.0,0,0.0,0.5,0,0,12,0,0,6,0.1016949152542373,0.26666666664,0.3333333333,0.3333333333,0
434,15,766,14,711,11,453,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17,0.02390998593530239,0,0.0,0,0.0,18,0.039735099337748346,0.0,0,0,19,0,0,160,0.2250351617440225,1.0,1.0,1.0,1
435,19,678,18,618,12,419,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19,0.030744336569579287,0,0.0,0,0.0,36,0.08591885441527446,0.0,0,0,16,0,0,131,0.21197411003236247,0.46666666661999995,0.3333333333,0.3333333333,0
436,14,1046,12,938,8,552,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,0.010660980810234541,0,0.0,0,0.0,24,0.043478260869565216,0.35,0,0,16,0,0,120,0.1279317697228145,0.66666666664,0.6666666666,1.0,1
437,8,1264,6,1127,6,679,0,0.0,0,0.0,0,0.0,7,0.005537974683544304,0,0.0,10,0.008873114463176575,0,0.0,11,0.00990990990990991,10,0.014727540500736377,0.0,0,0,21,0,0,52,0.04614019520851819,0.26666666664,0.3333333333,0.3333333333,0
438,15,320,13,289,11,208,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.01384083044982699,0,0.0,0,0.0,8,0.038461538461538464,0.4,0,0,13,0,0,78,0.2698961937716263,0.13333333332,0.0,0.0,0
439,16,917,15,809,15,483,0,0.0,0,0.0,0,0.0,1,0.0010905125408942203,0,0.0,18,0.022249690976514216,0,0.0,10,0.012578616352201259,36,0.07453416149068323,0.0,0,0,15,0,0,77,0.09517923362175525,0.66666666664,0.6666666666,0.6666666666,1
440,8,364,8,330,8,181,0,0.0,1,0.0027472527472527475,0,0.0,0,0.0,0,0.0,3,0.00909090909090909,0,0.0,0,0.0,8,0.04419889502762431,0.0,0,0,13,0,0,16,0.048484848484848485,0.93333333332,1.0,1.0,1
441,8,73,7,70,6,44,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.014285714285714285,0,0.0,0,0.0,8,0.18181818181818182,0.0,0,0,13,0,0,17,0.24285714285714285,0.53333333332,0.3333333333,0.3333333333,0
442,9,454,9,416,7,251,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.01201923076923077,0,0.0,0,0.0,35,0.1394422310756972,0.0,0,0,15,0,0,53,0.12740384615384615,0.0,0.0,0.0,0
443,15,121,13,115,9,83,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.02608695652173913,0,0.0,0,0.0,9,0.10843373493975904,0.0,0,0,14,0,0,19,0.16521739130434782,0.26666666664,0.0,0.0,0
444,12,184,10,169,10,108,0,0.0,0,0.0,0,0.0,1,0.005434782608695652,0,0.0,1,0.005917159763313609,0,0.0,0,0.0,4,0.037037037037037035,0.45000000000000007,0,0,13,0,0,17,0.10059171597633136,0.3333333333,0.3333333333,0.0,0
445,6,234,6,203,5,135,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,0.034482758620689655,0,0.0,1,0.0049504950495049506,8,0.05925925925925926,0.0,0,0,13,0,0,18,0.08866995073891626,0.13333333332,0.0,0.0,0
446,6,16,5,15,5,13,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.13636363636363635,0,0,9,0,0,5,0.3333333333333333,0.06666666666,0.0,0.0,0
